"datasetName","basisOfRecord","sample_processed","recordedBy","occurrenceRemarks","date_setup","date_collect","eventID","fieldNumber","SC","samplingProtocol","eventRemarks","site","trap","geodeticDatum","latitude","longitude","gps_uncertainty","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","identifiedBy","dung_type","Bubas bison","Digitonthophagus gazella","Euoniticellus africanus","Euoniticellus fulvus","Euoniticellus intermedius","Euoniticellus pallipes","Geotrupes spiniger","Hamonthophagus depressus","Liatongus militaris","Onitis alexis","Onthophagus binodis","Onitis caffer","Onitis viridulus","Onitis pecuarius","Onthophagus taurus","Onitis aygulus","Sisyphus rubrus","Sisyphus spinipes"
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-05-19 09:18:00,2021-05-20 09:40:00,"TC-08628_SC-09672_342175_342978","TC-08628","SC-09672","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363839,116.9671123,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-06-22 09:22:00,2021-06-23 09:25:00,"TC-08629_SC-09673_351767_351993","TC-08629","SC-09673","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276719,116.9787773,3.984999895,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-06-22 09:34:00,2021-06-23 09:41:00,"TC-08630_SC-09674_351773_352009","TC-08630","SC-09674","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311189,116.975269,6,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-06-22 09:46:00,2021-06-23 09:53:00,"TC-08631_SC-09675_351815_352049","TC-08631","SC-09675","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354169,116.9725605,5.52699995,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-06-22 10:22:00,2021-06-23 10:06:00,"TC-08632_SC-09676_351817_352048","TC-08632","SC-09676","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363907,116.9671322,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-07-23 09:43:00,2021-07-24 09:48:00,"TC-08633_SC-09677_355299_355496","TC-08633","SC-09677","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9277035,116.9787627,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-07-23 09:54:00,2021-07-24 10:01:00,"TC-08634_SC-09678_355306_355497","TC-08634","SC-09678","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311428,116.9752192,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-07-23 10:07:00,2021-07-24 10:15:00,"TC-08635_SC-09679_355340_355498","TC-08635","SC-09679","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354114,116.972553,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-07-23 10:19:00,2021-07-24 10:26:00,"TC-08636_SC-09680_355341_355499","TC-08636","SC-09680","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363824,116.9671383,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-08-24 08:48:00,2021-08-25 09:09:00,"TC-08637_SC-09681_362606_362989","TC-08637","SC-09681","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276948,116.9787514,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-08-24 09:03:00,2021-08-25 09:22:00,"TC-08638_SC-09682_362624_363024","TC-08638","SC-09682","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311536,116.9752212,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-08-24 09:16:00,2021-08-25 09:38:00,"TC-08639_SC-09683_362645_363022","TC-08639","SC-09683","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.935428,116.972532,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-08-24 09:28:00,2021-08-25 09:51:00,"TC-08640_SC-09684_362688_363023","TC-08640","SC-09684","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363888,116.9671196,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-09-20 08:43:00,2021-09-21 08:58:00,"TC-09481_SC-09685_367105_367255","TC-09481","SC-09685","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276586,116.9787711,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-09-20 08:58:00,2021-09-21 09:11:00,"TC-09482_SC-09686_367106_367295","TC-09482","SC-09686","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311286,116.9751991,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-09-20 09:12:00,2021-09-21 09:25:00,"TC-09483_SC-09687_367113_367293","TC-09483","SC-09687","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354094,116.9725507,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-09-20 09:27:00,2021-09-21 09:37:00,"TC-09484_SC-09688_367114_367294","TC-09484","SC-09688","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.936416,116.967141,3.842000008,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-10-21 08:57:00,2021-10-22 09:03:00,"TC-09485_SC-09689_370479_370631","TC-09485","SC-09689","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276824,116.9787844,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-10-21 09:11:00,2021-10-22 09:18:00,"TC-09486_SC-09690_370509_370635","TC-09486","SC-09690","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311285,116.9752171,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-10-21 09:27:00,2021-10-22 09:35:00,"TC-09487_SC-09691_370507_370640","TC-09487","SC-09691","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354519,116.9725382,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-10-21 09:41:00,2021-10-22 09:49:00,"TC-09488_SC-09692_370508_370643","TC-09488","SC-09692","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363755,116.9671026,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-11-20 10:18:00,2021-11-21 08:50:00,"TC-09489_SC-09693_372632_372661","TC-09489","SC-09693","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276735,116.9787653,3.650000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-11-20 10:22:00,2021-11-21 09:02:00,"TC-09490_SC-09694_372633_372662","TC-09490","SC-09694","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311369,116.9753042,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-11-20 10:24:00,2021-11-21 09:21:00,"TC-09491_SC-09695_372634_372674","TC-09491","SC-09695","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354219,116.9725905,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2021-11-20 10:26:00,2021-11-21 09:40:00,"TC-09492_SC-09696_372635_372673","TC-09492","SC-09696","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363728,116.9671383,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-03-22 09:46:00,2020-03-23 10:04:00,"TC-02665a_SC-04429_179817_179988","TC-02665a","SC-04429","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276872,116.9787717,3.984999895,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-03-22 10:15:00,2020-03-23 10:25:00,"TC-02666a_SC-04430_179825_180012","TC-02666a","SC-04430","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311591,116.9752255,4.037000179,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-03-22 10:28:00,2020-03-23 10:42:00,"TC-02667a_SC-04431_179826_180047","TC-02667a","SC-04431","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354578,116.9725254,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-03-22 10:43:00,2020-03-23 10:59:00,"TC-02668a_SC-04432_179830_180106","TC-02668a","SC-04432","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363798,116.9671355,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-04-21 09:44:00,2020-04-22 09:18:00,"TC-02669a_SC-04433_191869_192703","TC-02669a","SC-04433","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9277001,116.978825,4.561999798,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-04-21 09:53:00,2020-04-22 09:33:00,"TC-02670a_SC-04434_191891_192700","TC-02670a","SC-04434","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.931144,116.9752218,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-04-21 10:04:00,2020-04-22 09:48:00,"TC-02671a_SC-04435_192115_192701","TC-02671a","SC-04435","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354222,116.972505,4.022999763,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-04-21 10:19:00,2020-04-22 10:03:00,"TC-02672a_SC-04436_192116_192702","TC-02672a","SC-04436","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363759,116.9671171,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-05-20 09:32:00,2020-05-21 09:37:00,"TC-02673a_SC-04437_204623_205236","TC-02673a","SC-04437","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9277005,116.9787964,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-05-20 09:46:00,2020-05-21 09:54:00,"TC-02674a_SC-04438_204624_205188","TC-02674a","SC-04438","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311762,116.9752071,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-05-20 09:58:00,2020-05-21 10:14:00,"TC-02675a_SC-04439_204620_205237","TC-02675a","SC-04439","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354103,116.972521,4.039000034,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-05-20 10:08:00,2020-05-21 10:36:00,"TC-02676a_SC-04440_204621_205356","TC-02676a","SC-04440","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363827,116.9671075,4.109000206,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-09-22 00:00:00,2020-09-23 09:24:00,"TC-JKJ230920_SC-04456_NA_251426","TC-JKJ230920","SC-04456","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T4 Mill","EPSG:4326",-33.9363893,116.9670972,3.941999912,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-09-22 00:00:00,2020-09-23 08:51:00,"TC-MFW220920_SC-04454_NA_251351","TC-MFW220920","SC-04454","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T2 Plots","EPSG:4326",-33.9311435,116.9752245,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-09-22 08:41:00,2020-09-23 08:35:00,"TC-OQD220920_SC-04453_250825_251328","TC-OQD220920","SC-04453","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T1 Front","EPSG:4326",-33.9276427,116.9787287,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-09-22 00:00:00,2020-09-23 09:08:00,"TC-YSK230920_SC-04455_NA_251397","TC-YSK230920","SC-04455","DBEE pan trap baited with 1L (+/- 0.1L) sheep dung wrapped in muslinCloth",,"Jingalup","Jingalup T3 Lane","EPSG:4326",-33.9354276,116.9725059,4,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","sheep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-07-31 09:10:00,2020-08-01 15:04:00,"TC-05730_SC-00730_231216_231667","TC-05730","SC-00730","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Mayanup","Mayanup","EPSG:4326",-33.9604972,116.4620768,5.68900013,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",76,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers",,"N","WCC",,2020-11-29 10:20:00,2020-11-30 16:22:00,"TC-08677_SC-09623_279690_280161","TC-08677","SC-09623","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Mayanup","Mayanup","EPSG:4326",-33.9604183,116.4621183,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","WCC",,2021-03-07 08:46:00,2021-03-08 15:08:00,"TC-08999_SC-10090_312503_312834","TC-08999","SC-10090","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Mayanup","Mayanup","EPSG:4326",-33.960393,116.462175,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2019-09-21 11:55:00,2019-09-22 13:26:00,"TC-00282_SC-00643_126277_126305","TC-00282","SC-00643","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Cherry_Tree Pool","Cherry_Tree Pool T2 A15","EPSG:4326",-33.7393508,117.3252121,5.455999851,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2019-09-21 12:19:00,2019-09-22 14:23:00,"TC-00283_SC-00644_126280_126306","TC-00283","SC-00644","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Cherry_Tree Pool","Cherry_Tree Pool T3 dam","EPSG:4326",-33.7301986,117.3295382,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2019-09-21 14:06:00,2019-09-22 14:43:00,"TC-00284_SC-00645_126283_126307","TC-00284","SC-00645","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Cherry_Tree Pool","Cherry_Tree Pool T4 stockyard","EPSG:4326",-33.7392188,117.3157791,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",3,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-07-25 16:51:00,2019-07-26 16:20:00,"TC-00033_SC-00037_116756_114057","TC-00033","SC-00037","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Perenjori","Perenjori yard","EPSG:4326",-29.43008177,116.0323054,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-07-25 17:02:00,2019-07-26 16:32:00,"TC-00034_SC-00038_115611_113941","TC-00034","SC-00038","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Perenjori","Perenjori shed","EPSG:4326",-29.4237528,116.0312184,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-07-25 16:32:00,2019-07-26 16:09:00,"TC-00035_SC-00036_115093_113940","TC-00035","SC-00036","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Perenjori","Perenjori tank","EPSG:4326",-29.43593188,116.0322888,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-07-25 16:42:00,2019-07-26 15:58:00,"TC-00036_SC-00035_115612_113939","TC-00036","SC-00035","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Perenjori","Perenjori rock","EPSG:4326",-29.44433708,116.0323161,10,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","SFS",,2019-10-10 09:19:00,2019-10-11 07:26:00,"TC-00685_SC-01288_129756_129992","TC-00685","SC-01288","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Lindenow_South","Lindenow_South Trap 1","EPSG:4326",-37.8865274,147.4222171,32.74900055,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","SFS",,2019-10-10 09:26:00,2019-10-11 07:35:00,"TC-00686_SC-01287_129760_129994","TC-00686","SC-01287","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Lindenow_South","Lindenow_South Trap 2","EPSG:4326",-37.8881757,147.4347176,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
