"datasetName","basisOfRecord","sample_processed","recordedBy","occurrenceRemarks","date_setup","date_collect","eventID","fieldNumber","SC","samplingProtocol","eventRemarks","site","trap","geodeticDatum","latitude","longitude","gps_uncertainty","verbatimCoordinateSystem","verbatimSRS","georeferenceProtocol","identifiedBy","dung_type","Bubas bison","Digitonthophagus gazella","Euoniticellus africanus","Euoniticellus fulvus","Euoniticellus intermedius","Euoniticellus pallipes","Geotrupes spiniger","Hamonthophagus depressus","Liatongus militaris","Onitis alexis","Onthophagus binodis","Onitis caffer","Onitis viridulus","Onitis pecuarius","Onthophagus taurus","Onitis aygulus","Sisyphus rubrus","Sisyphus spinipes"
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-10-27 05:52:00,2020-10-28 05:19:00,"TC-02569_SC-03169_264361_265072","TC-02569","SC-03169","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 1","EPSG:4326",-31.23430093186,151.14432331562,8.001208274,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-10-27 06:06:00,2020-10-28 05:23:00,"TC-02570_SC-03170_264362_265074","TC-02570","SC-03170","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 2","EPSG:4326",-31.240336748457,151.14321771558,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-10-27 06:21:00,2020-10-28 05:33:00,"TC-02571_SC-03173_265070_265077","TC-02571","SC-03173","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 3","EPSG:4326",-31.241877675379,151.14763982039,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-10-27 06:40:00,2020-10-28 05:44:00,"TC-02572_SC-03174_265071_265081","TC-02572","SC-03174","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 4","EPSG:4326",-31.238277978376,151.15253183014,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-11-30 06:51:00,2020-12-01 05:30:00,"TC-02573_SC-03178_279764_280178","TC-02573","SC-03178","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 1","EPSG:4326",-31.234244390251,151.1443740252,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-11-30 07:03:00,2020-12-01 05:44:00,"TC-02574_SC-03177_279767_280180","TC-02574","SC-03177","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 2","EPSG:4326",-31.240347812875,151.1432031487,8.001208274,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-11-30 07:15:00,2020-12-01 05:53:00,"TC-02575_SC-03181_280177_280182","TC-02575","SC-03181","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 3","EPSG:4326",-31.241838932982,151.14762270709,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2020-11-30 07:27:00,2020-12-01 06:12:00,"TC-02576_SC-03182_279768_280183","TC-02576","SC-03182","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 4","EPSG:4326",-31.238350630228,151.15253224326,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2021-01-18 00:00:00,2021-01-19 13:16:00,"TC-02577_SC-03185_NA_295784","TC-02577","SC-03185","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 1","EPSG:4326",-31.234277374368,151.14434975678,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2021-01-18 13:15:00,2021-01-19 12:45:00,"TC-02578_SC-03186_295180_295781","TC-02578","SC-03186","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 2","EPSG:4326",-31.240354522502,151.14324949853,4.000604137,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2021-01-18 00:00:00,2021-01-19 13:00:00,"TC-02579_SC-03189_NA_295754","TC-02579","SC-03189","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 3","EPSG:4326",-31.241801544991,151.14752373849,8.001208274,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","UNE",,2021-01-18 00:00:00,2021-01-19 13:09:00,"TC-02580_SC-03190_NA_295771","TC-02580","SC-03190","DBEE pan trap baited with 1kg (+/- 0.3kg) cattle dung wrapped in a meshBag",,"Dungowan","Dungowan Trap 4","EPSG:4326",-31.238318040916,151.15252031851,6.000906205,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-06-18 10:35:00,2020-06-20 15:25:00,"TC-05658_SC-06652_216623_217390","TC-05658","SC-06652","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Ludlow","Ludlow","EPSG:4326",-33.6287307,115.4974552,3,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","WCC",,2020-10-16 14:02:00,2020-10-17 10:23:00,"TC-06657_SC-07517_260077_260148","TC-06657","SC-07517","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Ludlow","Ludlow","EPSG:4326",-33.6287595,115.4974069,4.073999882,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Dung Beetle Ecosystem Engineers",,"N","WCC",,2021-03-03 12:56:00,2021-03-04 09:10:00,"TC-08997_SC-10053_311294_311601","TC-08997","SC-10053","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Ludlow","Ludlow","EPSG:4326",-33.6287444,115.4974228,4.054999828,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers",,"N","WCC",,2021-06-01 12:24:00,2021-06-02 10:35:00,"TC-09452_SC-10071_346989_347273","TC-09452","SC-10071","DBEE pan trap baited with 1L (+/- 0.1L) cattle dung wrapped in muslinCloth",,"Ludlow","Ludlow","EPSG:4326",-33.6287728,115.4974111,3.900000095,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice",,"cattle",,,,,,,,,,,,,,,,,,
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-04-10 09:05:00,2019-04-11 08:10:00,"TC-00001_SC-00001_70367_70624","TC-00001","SC-00001","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty solar pump","EPSG:4326",-28.97255781,115.5017666,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-04-10 10:06:00,2019-04-11 09:18:00,"TC-00002_SC-00002_88988_71472","TC-00002","SC-00002","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty windmill","EPSG:4326",-28.92841715,115.4104855,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-04-10 10:56:00,2019-04-11 10:04:00,"TC-00003_SC-00003_88990_88435","TC-00003","SC-00003","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shed","EPSG:4326",-28.94810939,115.4009516,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-04-10 11:46:00,2019-04-11 10:52:00,"TC-00004_SC-00004_88987_71470","TC-00004","SC-00004","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty portal","EPSG:4326",-28.99269416,115.4002256,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-05-20 08:48:00,2019-05-21 11:30:00,"TC-00005_SC-00007_88992_88431","TC-00005","SC-00007","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.97311705,115.4420099,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-05-20 09:03:00,2019-05-21 11:51:00,"TC-00006_SC-00008_88989_88430","TC-00006","SC-00008","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.97589447,115.4423497,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-05-20 09:14:00,2019-05-21 12:06:00,"TC-00007_SC-00009_88993_88434","TC-00007","SC-00009","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.97462185,115.4358001,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-05-20 09:28:00,2019-05-21 12:20:00,"TC-00008_SC-00010_88994_88433","TC-00008","SC-00010","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.97778091,115.4276204,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-06-27 15:04:00,2019-06-28 12:59:00,"TC-00013_SC-00016_109189_108266","TC-00013","SC-00016","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.97322274,115.4406368,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-06-27 15:06:00,2019-06-28 13:23:00,"TC-00014_SC-00015_108216_108564","TC-00014","SC-00015","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.97593194,115.4423844,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-06-27 15:17:00,2019-06-28 13:40:00,"TC-00015_SC-00017_108217_109186","TC-00015","SC-00017","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.97500046,115.4355819,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-06-27 15:28:00,2019-06-28 13:55:00,"TC-00016_SC-00018_108215_109185","TC-00016","SC-00018","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.97765656,115.4276949,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-05 10:44:00,2019-08-06 09:04:00,"TC-00037_SC-00039_116752_116749","TC-00037","SC-00039","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.97590051,115.4423662,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-05 10:54:00,2019-08-06 09:22:00,"TC-00038_SC-00040_116753_115574","TC-00038","SC-00040","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.9730883,115.441972,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-05 11:04:00,2019-08-06 09:36:00,"TC-00039_SC-00041_116758_115609","TC-00039","SC-00041","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.97501479,115.4355063,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-05 11:13:00,2019-08-06 09:52:00,"TC-00040_SC-00042_116759_115610","TC-00040","SC-00042","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.97772693,115.4276925,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-29 08:56:00,2019-08-30 10:43:00,"TC-00053_SC-00055_124966_124750","TC-00053","SC-00055","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.973121740882,115.44207056064,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-29 09:06:00,2019-08-30 10:57:00,"TC-00054_SC-00056_121301_124702","TC-00054","SC-00056","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.975942502757,115.44237029749,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-29 09:15:00,2019-08-30 11:09:00,"TC-00055_SC-00057_124968_124752","TC-00055","SC-00057","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.974901931387,115.43558749381,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-08-29 09:22:00,2019-08-30 11:25:00,"TC-00056_SC-00058_124706_124701","TC-00056","SC-00058","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.977680071284,115.42771998804,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-09-19 11:27:00,2019-09-20 10:14:00,"TC-00065_SC-00067_126244_126239","TC-00065","SC-00067","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.973115496364,115.44200249958,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-09-19 11:39:00,2019-09-20 10:31:00,"TC-00066_SC-00068_126245_126238","TC-00066","SC-00068","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.975851265741,115.44236417871,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-09-19 11:47:00,2019-09-20 10:44:00,"TC-00067_SC-00069_126246_126236","TC-00067","SC-00069","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.974861069609,115.43556528177,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-09-19 11:54:00,2019-09-20 11:00:00,"TC-00068_SC-00070_126247_126237","TC-00068","SC-00070","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.97765878125,115.42765804577,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-10-16 09:40:00,2019-10-17 08:40:00,"TC-02717_SC-00079_131352_131642","TC-02717","SC-00079","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.973130164695,115.44198925618,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-10-16 09:50:00,2019-10-17 08:59:00,"TC-02718_SC-00080_131353_131643","TC-02718","SC-00080","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.975905790021,115.44231908407,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-10-16 09:59:00,2019-10-17 09:16:00,"TC-02719_SC-00081_131354_131644","TC-02719","SC-00081","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.974929046844,115.43563954543,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-10-16 10:08:00,2019-10-17 09:28:00,"TC-02720_SC-00082_131355_131645","TC-02720","SC-00082","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.977673994404,115.42768763389,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-11-21 13:02:00,2019-11-22 13:12:00,"TC-02741_SC-00199_142970_143313","TC-02741","SC-00199","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.975868322914,115.44233769189,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-11-21 13:14:00,2019-11-22 13:24:00,"TC-02742_SC-00200_143209_143324","TC-02742","SC-00200","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.973141186898,115.44204759422,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-11-21 13:24:00,2019-11-22 13:34:00,"TC-02743_SC-00201_143207_143325","TC-02743","SC-00201","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.974951552254,115.43559126567,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2019-11-21 13:30:00,2019-11-22 13:41:00,"TC-02744_SC-00202_143208_143327","TC-02744","SC-00202","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.977755298865,115.42770297277,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-01-22 09:49:00,2020-01-23 08:53:00,"TC-02781_SC-00257_160422_163059","TC-02781","SC-00257","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.973057116409,115.44227113958,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-01-22 10:00:00,2020-01-23 09:12:00,"TC-02782_SC-00258_160423_163060","TC-02782","SC-00258","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.975873519693,115.44236090976,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-01-22 10:07:00,2020-01-23 09:26:00,"TC-02783_SC-00259_160424_163061","TC-02783","SC-00259","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.974806754877,115.43570375081,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-01-22 10:14:00,2020-01-23 09:37:00,"TC-02784_SC-00260_160425_163062","TC-02784","SC-00260","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty gate","EPSG:4326",-28.977686106254,115.42772526864,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-02-24 08:50:00,2020-02-25 08:57:00,"TC-02817_SC-03701_171216_171208","TC-02817","SC-03701","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard","EPSG:4326",-28.973182761137,115.44195480655,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-02-24 08:58:00,2020-02-25 09:12:00,"TC-02818_SC-03702_171215_171210","TC-02818","SC-03702","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty yard south","EPSG:4326",-28.975861365934,115.44234439741,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dung Beetle Ecosystem Engineers","PreservedSpecimen","Y","MIG",,2020-02-24 09:04:00,2020-02-25 09:21:00,"TC-02819_SC-03703_171218_171207","TC-02819","SC-03703","DBEE pan trap baited with 1kg (+/- 0.01kg) cattle dung wrapped in muslinCloth",,"Nangetty","Nangetty shearing shed","EPSG:4326",-28.974888813709,115.43565287266,5,"decimal degrees","EPSG:4326","coordinatesFromMobileDevice","UWA","cattle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
