"region","site_code","site","trap","date_setup","date_collect","verbatimLongitude","verbatimLatitude","coordinate_level","coordinate_source","verbatimCoordinateSystem","gazella","sagittarius","militaris","alexis","viridulus","intermedius","spinipes","rubrus","elphenor","nigriventris","binodis","caffer","pecuarius","africanus","vanderkelleni"
"CQ","CQ9","Thangool","1",2001-11-02,2001-11-03,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",12,0,56,3,0,247,2,140,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2001-11-02,2001-11-03,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",2,0,15,1,0,108,9,199,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","1",2001-12-03,2001-12-04,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",70,0,135,0,0,995,30,1225,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2001-12-03,2001-12-04,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",57,0,96,0,0,63,33,690,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","1",2002-01-15,2002-01-16,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",225,0,1185,0,0,1940,40,805,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2002-01-15,2002-01-16,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",144,0,164,1,2,232,16,776,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","1",2002-02-15,2002-02-16,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",14,0,109,3,0,201,11,129,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2002-02-15,2002-02-16,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",240,0,50,11,0,780,95,855,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","1",2002-03-19,2002-03-20,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",45,0,5,0,0,485,65,2525,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2002-03-19,2002-03-20,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",64,0,12,1,0,232,204,1132,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","1",2002-04-17,2002-04-18,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",29,0,48,1,0,153,16,146,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2002-04-17,2002-04-18,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",40,0,11,1,0,154,131,456,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","1",2002-05-20,2002-05-21,"150 34.90 E","24 37.19 S","trap","GPS","degrees decimal minutes",0,0,1,1,0,17,0,2,0,0,0,0,0,0,0
"CQ","CQ9","Thangool","2",2002-05-20,2002-05-21,"150 29.17 E","24 33.36 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,22,3,27,0,0,0,0,0,0,0
"CQ","CQ1","Calliope","1",2001-02-24,2001-02-25,"151 12.00 E","23 59.00 S","site","eGaz","degrees decimal minutes",0,0,4,0,0,432,21,14,0,0,0,0,0,0,0
"CQ","CQ1","Calliope","1",2001-03-23,2001-03-24,"151 12.00 E","23 59.00 S","site","eGaz","degrees decimal minutes",13,1,2,0,1,37,0,2,0,0,0,0,0,0,0
"CQ","CQ1","Calliope","2",2001-03-23,2001-03-24,"151 12.00 E","23 59.00 S","site","eGaz","degrees decimal minutes",47,22,1,1,1,11,0,0,0,0,0,0,0,0,0
"CQ","CQ1","Calliope","1",2001-05-10,2001-05-11,"151 12.00 E","23 59.00 S","site","eGaz","degrees decimal minutes",38,2,1,0,0,4,0,0,0,0,0,0,0,0,0
"CQ","CQ1","Calliope","2",2001-05-10,2001-05-11,"151 12.00 E","23 59.00 S","site","eGaz","degrees decimal minutes",0,0,5,1,0,44,1,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-03-08,2001-03-09,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",9,0,0,0,0,73,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-03-08,2001-03-09,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",11,3,5,0,1,129,9,2,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-04-11,2001-04-12,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",24,71,0,3,0,52,0,1,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-04-11,2001-04-12,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",8,16,0,0,0,11,3,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-05-28,2001-05-29,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",1,0,2,1,0,62,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-05-28,2001-05-29,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",0,0,1,0,0,14,2,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-06-28,2001-06-29,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-06-28,2001-06-29,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",0,1,1,0,0,11,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-07-16,2001-07-17,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-07-16,2001-07-17,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-08-10,2001-08-11,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-08-10,2001-08-11,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",0,0,2,0,0,2,1,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-09-15,2001-09-16,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",0,18,0,0,0,24,0,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-09-15,2001-09-16,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",1,4,0,0,0,9,1,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-10-21,2001-10-22,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",188,31,4,52,9,41,0,1,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-10-21,2001-10-22,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",138,32,34,31,2,49,1,2,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-11-22,2001-11-23,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",28,11,15,1,0,75,0,4,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-11-22,2001-11-23,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",33,3,30,0,1,42,3,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2001-12-22,2001-12-23,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",93,6,91,0,1,292,9,27,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2001-12-22,2001-12-23,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",23,0,22,0,0,21,4,2,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2002-01-16,2002-01-17,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",266,18,19,4,0,122,1,29,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2002-01-16,2002-01-17,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",67,5,54,1,0,72,1,4,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2002-02-27,2002-02-28,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",98,21,7,2,0,254,0,22,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2002-02-27,2002-02-28,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",56,1,12,3,0,108,6,7,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","1",2002-04-19,2002-04-20,"152 30 26.0 E","26 6 59.0 S","trap","GPS","degrees minutes seconds",15,4,2,1,0,58,1,0,0,0,0,0,0,0,0
"SEQ","SEQ5","Gympie","2",2002-04-19,2002-04-20,"152 30 27.0 E","26 7 18.0 S","trap","GPS","degrees minutes seconds",0,1,2,0,0,34,0,8,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2001-03-07,2001-03-08,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",101,0,26,0,0,174,27,52,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2001-03-07,2001-03-08,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",361,0,4,0,0,559,3,8,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2001-04-02,2001-04-03,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",2,0,6,0,0,24,4,23,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2001-04-02,2001-04-03,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2001-05-12,2001-05-13,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",0,0,1,2,0,19,0,1,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2001-05-12,2001-05-13,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",2,0,0,0,0,17,0,1,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2001-07-03,2001-07-04,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2001-07-03,2001-07-04,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2001-08-09,2001-08-10,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2001-08-09,2001-08-10,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2002-01-22,2002-01-23,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",51,0,5,0,0,82,0,40,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2002-01-22,2002-01-23,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",112,0,72,0,1,592,596,228,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2002-02-22,2002-02-23,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",132,0,0,0,0,65,9,59,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2002-02-22,2002-02-23,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",68,0,4,0,0,333,55,100,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2002-03-27,2002-03-28,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",9,0,3,0,0,52,14,25,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2002-03-27,2002-03-28,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",21,0,1,0,0,40,0,8,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","1",2002-05-01,2002-05-02,"149 19.37 E","22 46.26 S","trap","GPS","degrees decimal minutes",67,0,0,0,0,59,0,8,0,0,0,0,0,0,0
"CQ","CQ5","Marlborough 2","2",2002-05-01,2002-05-02,"149 19.30 E","22 47.19 S","trap","GPS","degrees decimal minutes",10,0,3,0,0,121,12,98,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2001-03-31,2001-04-01,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",191,0,9,6,2,141,1,56,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2001-03-31,2001-04-01,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",156,0,8,1,0,229,3,50,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2001-05-10,2001-05-11,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",24,0,31,2,1,58,0,12,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2001-05-10,2001-05-11,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",22,0,2,3,0,4,0,0,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2001-07-11,2001-07-12,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",0,0,5,0,0,46,0,0,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2001-09-04,2001-09-05,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",2,0,0,0,2,3,2,6,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2001-09-04,2001-09-05,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",0,0,1,0,1,2,0,5,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2001-12-10,2001-12-11,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",225,0,445,0,0,3110,355,1340,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2002-01-05,2002-01-06,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",328,0,38,0,0,144,22,15,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2002-01-05,2002-01-06,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",238,0,113,0,0,2100,25,364,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2002-02-06,2002-02-07,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",295,0,430,4,1,965,60,1855,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2002-02-06,2002-02-07,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",690,0,786,1,6,280,5,565,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2002-03-03,2002-03-04,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",153,0,174,0,0,837,45,453,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2002-03-03,2002-03-04,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",87,0,1,3,0,29,0,1,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2002-04-01,2002-04-02,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",73,0,13,5,3,23,0,13,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2002-04-01,2002-04-02,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",140,0,0,2,0,34,0,12,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","1",2002-05-12,2002-05-13,"148 43.38 E","24 21.62 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CQ","CQ13","Rolleston1","2",2002-05-12,2002-05-13,"148 43.38 E","24 21.62 S","site","GPS","degrees decimal minutes",1,0,0,2,0,15,1,6,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","1",2001-05-21,2001-05-22,"141 46.080 E","18 19.230 S","trap","GPS","degrees decimal minutes",4,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","2",2001-05-21,2001-05-22,"141 39.940 E","18 17.860 S","trap","GPS","degrees decimal minutes",6,0,0,0,0,26,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","1",2001-06-22,2001-06-23,"141 46.080 E","18 19.230 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","2",2001-06-22,2001-06-23,"141 39.940 E","18 17.860 S","trap","GPS","degrees decimal minutes",2,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","1",2001-08-22,2001-08-23,"141 46.080 E","18 19.230 S","trap","GPS","degrees decimal minutes",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","2",2001-08-22,2001-08-23,"141 39.940 E","18 17.860 S","trap","GPS","degrees decimal minutes",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","1",2001-09-21,2001-09-22,"141 46.080 E","18 19.230 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"NQ","NQ31","Croydon","2",2001-09-21,2001-09-22,"141 39.940 E","18 17.860 S","trap","GPS","degrees decimal minutes",3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-04-10,2001-04-11,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",61,0,0,16,0,7,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-04-10,2001-04-11,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",18,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-05-15,2001-05-16,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",1,0,0,8,0,3,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-05-15,2001-05-16,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",2,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-06-05,2001-06-06,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-06-05,2001-06-06,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-07-01,2001-07-02,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-07-01,2001-07-02,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-08-12,2001-08-13,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-08-12,2001-08-13,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-09-19,2001-09-20,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,21,0,17,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-09-19,2001-09-20,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-10-16,2001-10-17,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",5,0,0,5,0,3,0,1,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-10-16,2001-10-17,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-11-17,2001-11-18,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",106,0,0,4,0,66,0,11,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-11-17,2001-11-18,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",158,0,0,0,0,13,0,2,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2001-12-20,2001-12-21,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",170,0,0,3,0,41,0,5,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2001-12-20,2001-12-21,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",398,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2002-01-24,2002-01-25,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",104,0,0,1,0,197,0,41,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2002-01-24,2002-01-25,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",62,0,0,0,0,31,0,13,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2002-03-04,2002-03-05,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",95,0,0,0,0,66,0,52,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2002-03-04,2002-03-05,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",47,0,0,1,0,80,0,35,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2002-04-07,2002-04-08,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",211,0,0,1,0,434,0,83,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2002-04-07,2002-04-08,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",332,0,0,9,0,82,0,11,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","1",2002-04-27,2002-04-28,"146 11 07.0 E","26 27 46.0 S","trap","GPS","degrees minutes seconds",14,0,0,4,0,17,0,3,0,0,0,0,0,0,0
"SQ","SQ18","Charleville 1","2",2002-04-27,2002-04-28,"146 11 04.0 E","26 27 49.0 S","trap","GPS","degrees minutes seconds",8,0,0,0,0,8,0,5,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-04-18,2001-04-19,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",141,0,0,0,0,148,0,37,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-04-18,2001-04-19,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",80,0,0,1,0,180,0,28,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-05-15,2001-05-16,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",77,0,0,0,0,32,0,17,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-05-15,2001-05-16,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",2,0,0,0,0,44,0,14,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-06-12,2001-06-13,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",9,0,0,0,0,11,0,5,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-06-12,2001-06-13,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",5,0,0,0,0,12,0,3,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-07-18,2001-07-19,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-07-18,2001-07-19,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",0,0,0,1,0,4,0,1,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-08-14,2001-08-15,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-08-14,2001-08-15,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-09-13,2001-09-14,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",0,0,0,1,0,19,0,0,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-09-13,2001-09-14,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-10-16,2001-10-17,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-10-16,2001-10-17,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",6,0,0,1,0,8,0,0,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-11-20,2001-11-21,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",138,0,0,1,0,36,0,18,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-11-20,2001-11-21,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",95,0,1,0,0,58,0,5,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2001-12-09,2001-12-10,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",12,0,1,0,0,65,0,110,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2001-12-09,2001-12-10,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",144,0,0,0,0,91,0,41,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2002-01-15,2002-01-16,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",119,0,0,0,0,153,0,6,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2002-01-15,2002-01-16,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",128,0,0,0,0,156,0,5,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2002-02-18,2002-02-19,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",24,0,0,0,0,42,0,19,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2002-03-14,2002-03-15,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",644,0,0,0,0,1746,0,264,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2002-03-14,2002-03-15,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",80,0,0,0,0,294,0,67,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","1",2002-04-16,2002-04-17,"144 20.690 E","20 38.540 S","trap","GPS","degrees decimal minutes",15,0,0,0,0,96,0,14,0,0,0,0,0,0,0
"NQ","NQ22","Hughenden","2",2002-04-16,2002-04-17,"144 23.290 E","20 39.160 S","trap","GPS","degrees decimal minutes",9,0,0,0,0,64,0,6,0,0,0,0,0,0,0
"SEQ","SEQ10","Munduberra","1",2001-05-23,2001-05-24,"150 44 19.0 E","25 45 36.0 S","trap","GPS","degrees minutes seconds",2,0,3,0,0,38,0,6,0,0,0,0,0,0,0
