"datasetName","basisOfRecord","recordedBy","eventID","parentEventID","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","locationID_site","locationID_trap","country","countryCode","stateProvince","county","locality","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","identifiedBy","Digitonthophagus gazella","Onthophagus sagittarius","Liatongus militaris","Onitis alexis","Onitis viridulus","Euoniticellus intermedius","Sisyphus spinipes","Sisyphus rubrus","Copris elphenor","Onthophagus nigriventris","Onthophagus binodis","Onitis caffer","Onitis pecuarius","Euoniticellus africanus","Onitis vanderkelleni"
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-02-09_a","Tara_2001-02-09","2001-02-09/2001-02-10",40,41,2001,2,9,"2001-02-09 2001-02-10","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",25,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-02-09_b","Tara_2001-02-09","2001-02-09/2001-02-10",40,41,2001,2,9,"2001-02-09 2001-02-10","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",14,0,0,1,0,32,0,3,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-03-12_a","Tara_2001-03-12","2001-03-12/2001-03-13",71,72,2001,3,12,"2001-03-12 2001-03-13","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",508,0,0,0,0,166,19,60,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-03-12_b","Tara_2001-03-12","2001-03-12/2001-03-13",71,72,2001,3,12,"2001-03-12 2001-03-13","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",448,0,0,1,3,69,0,21,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-04-14_a","Tara_2001-04-14","2001-04-14/2001-04-15",104,105,2001,4,14,"2001-04-14 2001-04-15","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",46,0,0,1,1,48,0,21,0,0,0,0,0,1,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-04-14_b","Tara_2001-04-14","2001-04-14/2001-04-15",104,105,2001,4,14,"2001-04-14 2001-04-15","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",9,0,0,0,0,59,2,20,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-05-21_a","Tara_2001-05-21","2001-05-21/2001-05-22",141,142,2001,5,21,"2001-05-21 2001-05-22","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,18,13,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-05-21_b","Tara_2001-05-21","2001-05-21/2001-05-22",141,142,2001,5,21,"2001-05-21 2001-05-22","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,15,0,17,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-06-22_a","Tara_2001-06-22","2001-06-22/2001-06-23",173,174,2001,6,22,"2001-06-22 2001-06-23","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-06-22_b","Tara_2001-06-22","2001-06-22/2001-06-23",173,174,2001,6,22,"2001-06-22 2001-06-23","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-07-28_a","Tara_2001-07-28","2001-07-28/2001-07-29",209,210,2001,7,28,"2001-07-28 2001-07-29","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-07-28_b","Tara_2001-07-28","2001-07-28/2001-07-29",209,210,2001,7,28,"2001-07-28 2001-07-29","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-08-31_a","Tara_2001-08-31","2001-08-31/2001-09-01",243,244,2001,8,31,"2001-08-31 2001-09-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-08-31_b","Tara_2001-08-31","2001-08-31/2001-09-01",243,244,2001,8,31,"2001-08-31 2001-09-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-09-30_a","Tara_2001-09-30","2001-09-30/2001-10-01",273,274,2001,9,30,"2001-09-30 2001-10-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",1,0,0,0,0,9,0,12,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-09-30_b","Tara_2001-09-30","2001-09-30/2001-10-01",273,274,2001,9,30,"2001-09-30 2001-10-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",0,0,0,0,0,20,0,10,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-10-31_a","Tara_2001-10-31","2001-10-31/2001-11-01",304,305,2001,10,31,"2001-10-31 2001-11-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",49,0,0,1,0,38,0,28,0,0,0,0,0,1,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-10-31_b","Tara_2001-10-31","2001-10-31/2001-11-01",304,305,2001,10,31,"2001-10-31 2001-11-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",9,0,0,0,0,34,0,2,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-11-30_a","Tara_2001-11-30","2001-11-30/2001-12-01",334,335,2001,11,30,"2001-11-30 2001-12-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",13,0,0,0,0,26,0,4,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2001-11-30_b","Tara_2001-11-30","2001-11-30/2001-12-01",334,335,2001,11,30,"2001-11-30 2001-12-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",15,0,0,0,0,51,2,57,0,0,0,0,0,1,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-01-03_a","Tara_2002-01-03","2002-01-03/2002-01-04",3,4,2002,1,3,"2002-01-03 2002-01-04","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",12,0,0,1,0,9,0,3,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-01-03_b","Tara_2002-01-03","2002-01-03/2002-01-04",3,4,2002,1,3,"2002-01-03 2002-01-04","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",7,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-01-31_a","Tara_2002-01-31","2002-01-31/2002-02-01",31,32,2002,1,31,"2002-01-31 2002-02-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",54,0,0,0,0,63,1,31,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-01-31_b","Tara_2002-01-31","2002-01-31/2002-02-01",31,32,2002,1,31,"2002-01-31 2002-02-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",56,0,0,1,0,46,4,34,0,0,0,0,0,1,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-02-28_a","Tara_2002-02-28","2002-02-28/2002-03-01",59,60,2002,2,28,"2002-02-28 2002-03-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",59,0,0,0,0,10,0,1,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-02-28_b","Tara_2002-02-28","2002-02-28/2002-03-01",59,60,2002,2,28,"2002-02-28 2002-03-01","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",97,0,0,0,0,30,0,6,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-04-01_a","Tara_2002-04-01","2002-04-01/2002-04-02",91,92,2002,4,1,"2002-04-01 2002-04-02","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 1","Australia","AUS","Queensland","Western Downs","12 km NNE Tara",-27.3491669,150.4102783,"EPSG:4326",141,0.000277777777777778,"27 20 57.0 S","150 24 37.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",61,0,0,1,0,6,1,10,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Tara_2002-04-01_b","Tara_2002-04-01","2002-04-01/2002-04-02",91,92,2002,4,1,"2002-04-01 2002-04-02","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Tara","Tara 2","Australia","AUS","Queensland","Western Downs","14 km NNE Tara",-27.3624992,150.3822174,"EPSG:4326",141,0.000277777777777778,"27 21 45.0 S","150 22 56.0 E","degrees minutes seconds","EPSG:4326","QLDDAF",126,0,0,0,0,29,4,11,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-04-05_a","Clermont 2_2001-04-05","2001-04-05/2001-04-06",95,96,2001,4,5,"2001-04-05 2001-04-06","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",3,0,0,0,0,12,1,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-04-05_b","Clermont 2_2001-04-05","2001-04-05/2001-04-06",95,96,2001,4,5,"2001-04-05 2001-04-06","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",19,0,0,0,0,7,0,32,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-05-10_a","Clermont 2_2001-05-10","2001-05-10/2001-05-11",130,131,2001,5,10,"2001-05-10 2001-05-11","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",3,0,11,0,0,39,11,16,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-05-10_b","Clermont 2_2001-05-10","2001-05-10/2001-05-11",130,131,2001,5,10,"2001-05-10 2001-05-11","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,1,0,0,6,0,4,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-06-06_a","Clermont 2_2001-06-06","2001-06-06/2001-06-07",157,158,2001,6,6,"2001-06-06 2001-06-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-06-06_b","Clermont 2_2001-06-06","2001-06-06/2001-06-07",157,158,2001,6,6,"2001-06-06 2001-06-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-07-08_a","Clermont 2_2001-07-08","2001-07-08/2001-07-09",189,190,2001,7,8,"2001-07-08 2001-07-09","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-07-08_b","Clermont 2_2001-07-08","2001-07-08/2001-07-09",189,190,2001,7,8,"2001-07-08 2001-07-09","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-08-06_a","Clermont 2_2001-08-06","2001-08-06/2001-08-07",218,219,2001,8,6,"2001-08-06 2001-08-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-08-06_b","Clermont 2_2001-08-06","2001-08-06/2001-08-07",218,219,2001,8,6,"2001-08-06 2001-08-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-09-06_a","Clermont 2_2001-09-06","2001-09-06/2001-09-07",249,250,2001,9,6,"2001-09-06 2001-09-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-09-06_b","Clermont 2_2001-09-06","2001-09-06/2001-09-07",249,250,2001,9,6,"2001-09-06 2001-09-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-10-05_a","Clermont 2_2001-10-05","2001-10-05/2001-10-06",278,279,2001,10,5,"2001-10-05 2001-10-06","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,1,59,14,15,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-10-05_b","Clermont 2_2001-10-05","2001-10-05/2001-10-06",278,279,2001,10,5,"2001-10-05 2001-10-06","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",0,0,0,0,4,14,3,5,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-11-21_a","Clermont 2_2001-11-21","2001-11-21/2001-11-22",325,326,2001,11,21,"2001-11-21 2001-11-22","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",120,0,4,0,0,35,4,23,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-11-21_b","Clermont 2_2001-11-21","2001-11-21/2001-11-22",325,326,2001,11,21,"2001-11-21 2001-11-22","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",42,0,1,0,0,4,2,40,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-12-06_a","Clermont 2_2001-12-06","2001-12-06/2001-12-07",340,341,2001,12,6,"2001-12-06 2001-12-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 1","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",125,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",3,0,0,0,0,19,0,3,0,0,0,0,0,0,0
"QLD Dung Beetle Survey 2001-2002","PreservedSpecimen","QLDDAF","Clermont 2_2001-12-06_b","Clermont 2_2001-12-06","2001-12-06/2001-12-07",340,341,2001,12,6,"2001-12-06 2001-12-07","pasture","Pitfall trap (QLD) baited with 1L dung - no preservative",1,"day","1 trap","Clermont 2","Clermont 2 2","Australia","AUS","Queensland","Isaac","28 km SW Frankfield",-22.1043339,147.3329926,"EPSG:4326",12010,0.000166666666666667,"22 06.26 S","147 19.98 E","degrees decimal minutes","EPSG:4326","QLDDAF",150,0,0,0,0,235,440,1695,0,0,0,0,0,0,0
